ref_area,time_period,population
PRT,1963,9030355.0
PRT,1964,9035365.0
PRT,1965,8998595.0
PRT,1966,8930990.0
PRT,1967,8874520.0
PRT,1968,8836650.0
PRT,1969,8757705.0
PRT,1970,8680431.0
PRT,1971,8643755.0
PRT,1972,8630430.5
PRT,1973,8633100.5
PRT,1974,8754362.5
PRT,1975,9093471.0
PRT,1976,9355812.0
PRT,1977,9455672.5
PRT,1978,9558247.5
PRT,1979,9661264.5
PRT,1980,9766275.0
PRT,1981,9851325.0
PRT,1982,9911770.5
PRT,1983,9957865.0
PRT,1984,9996232.0
PRT,1985,10023613.0
PRT,1986,10032733.5
PRT,1987,10030030.5
PRT,1988,10019610.0
PRT,1989,10005000.0
PRT,1990,9983218.0
PRT,1991,9960235.0
PRT,1992,9952493.5
PRT,1993,9964674.5
PRT,1994,9991525.0
PRT,1995,10026176.0
PRT,1996,10063944.5
PRT,1997,10108977.0
PRT,1998,10160196.0
PRT,1999,10217828.0
PRT,2000,10289898.0
PRT,2001,10362721.5
PRT,2002,10419630.5
PRT,2003,10458821.0
PRT,2004,10483861.0
PRT,2005,10503330.0
PRT,2006,10522288.0
PRT,2007,10542963.5
PRT,2008,10558176.5
PRT,2009,10568246.5
PRT,2010,10573100.0
PRT,2011,10557559.5
PRT,2012,10514843.5
PRT,2013,10457295.0
PRT,2014,10401061.5
PRT,2015,10358076.0
PRT,2016,10325451.5
PRT,2017,10300300.0
PRT,2018,10283822.0
PRT,2019,10286263.0
PRT,2020,10297080.5
PRT,2021,10297876.0
EST,1950,1102076.0
EST,1951,1116339.0
EST,1952,1130242.0
EST,1953,1143305.0
EST,1954,1155800.0
EST,1955,1168279.0
EST,1956,1179949.0
EST,1957,1190790.0
EST,1958,1199865.0
EST,1959,1207084.0
EST,1960,1218065.0
EST,1961,1233244.0
EST,1962,1248161.0
EST,1963,1262543.0
EST,1964,1277335.0
EST,1965,1292005.0
EST,1966,1305810.0
EST,1967,1319741.0
EST,1968,1334226.0
EST,1969,1348703.0
EST,1970,1360076.0
EST,1971,1376955.0
EST,1972,1392518.0
EST,1973,1405951.0
EST,1974,1418169.0
EST,1975,1429352.0
EST,1976,1439576.0
EST,1977,1450211.0
EST,1978,1460188.0
EST,1979,1468333.0
EST,1980,1477219.0
EST,1981,1487666.0
EST,1982,1498414.0
EST,1983,1508745.0
EST,1984,1518617.0
EST,1985,1528781.0
EST,1986,1540190.0
EST,1987,1552221.0
EST,1988,1561900.0
EST,1989,1568131.0
EST,1990,1569174.0
EST,1991,1561314.0
EST,1992,1533091.0
EST,1993,1494128.0
EST,1994,1462514.0
EST,1995,1436634.0
EST,1996,1415594.0
EST,1997,1399535.0
EST,1998,1386156.0
EST,1999,1375654.0
EST,2000,1396985.0
EST,2001,1388115.0
EST,2002,1379350.0
EST,2003,1370720.0
EST,2004,1362550.0
EST,2005,1354775.0
EST,2006,1346810.0
EST,2007,1340680.0
EST,2008,1337090.0
EST,2009,1334515.0
EST,2010,1331475.0
EST,2011,1327439.0
EST,2012,1322696.0
EST,2013,1317997.0
EST,2014,1314545.0
EST,2015,1314608.0
EST,2016,1315790.0
EST,2017,1317384.0
EST,2018,1321977.0
EST,2019,1326855.0
EST,2020,1329479.0
EST,2021,1330932.0
SGP,1950,1022095.0
SGP,1951,1067797.0
SGP,1952,1119932.0
SGP,1953,1177580.0
SGP,1954,1239692.0
SGP,1955,1305103.0
SGP,1956,1372516.0
SGP,1957,1440490.0
SGP,1958,1507544.0
SGP,1959,1572174.0
SGP,1960,1646400.0
SGP,1961,1702400.0
SGP,1962,1750200.0
SGP,1963,1795000.0
SGP,1964,1841600.0
SGP,1965,1886900.0
SGP,1966,1934400.0
SGP,1967,1977600.0
SGP,1968,2012000.0
SGP,1969,2042500.0
SGP,1970,2013563.0
SGP,1971,2112900.0
SGP,1972,2152400.0
SGP,1973,2193000.0
SGP,1974,2229800.0
SGP,1975,2262600.0
SGP,1976,2293300.0
SGP,1977,2325300.0
SGP,1978,2353600.0
SGP,1979,2383500.0
SGP,1980,2282125.0
SGP,1981,2324403.0
SGP,1982,2365707.0
SGP,1983,2406165.0
SGP,1984,2443705.0
SGP,1985,2482615.0
SGP,1986,2518598.0
SGP,1987,2553864.0
SGP,1988,2598458.0
SGP,1989,2647627.0
SGP,1990,2735868.0
SGP,1991,2794704.0
SGP,1992,2849754.0
SGP,1993,2904547.0
SGP,1994,2959350.0
SGP,1995,3013515.0
SGP,1996,3068132.0
SGP,1997,3123403.0
SGP,1998,3180018.0
SGP,1999,3229681.0
SGP,2000,3273363.0
SGP,2001,3325902.0
SGP,2002,3382944.0
SGP,2003,3366891.0
SGP,2004,3413266.0
SGP,2005,3467814.0
SGP,2006,3525894.0
SGP,2007,3583082.0
SGP,2008,3642659.0
SGP,2009,3733876.0
SGP,2010,3771721.0
SGP,2011,3789251.0
SGP,2012,3818205.0
SGP,2013,3844751.0
SGP,2014,3870739.0
SGP,2015,3902690.0
SGP,2016,3933559.0
SGP,2017,3965796.0
SGP,2018,3994283.0
SGP,2019,4026209.0
SGP,2020,4044210.0
SGP,2021,3986842.0
FRA,1950,41828708.0
FRA,1951,42155531.0
FRA,1952,42459667.0
FRA,1953,42751748.0
FRA,1954,43056508.0
FRA,1955,43427667.0
FRA,1956,43843074.0
FRA,1957,44310865.0
FRA,1958,44788852.0
FRA,1959,45239730.0
FRA,1960,45684228.0
FRA,1961,46162831.0
FRA,1962,46997707.0
FRA,1963,47816220.0
FRA,1964,48310410.0
FRA,1965,48757799.0
FRA,1966,49163665.0
FRA,1967,49548302.0
FRA,1968,49915403.0
FRA,1969,50317983.0
FRA,1970,50772222.0
FRA,1971,51251098.0
FRA,1972,51700913.0
FRA,1973,52118300.0
FRA,1974,52460358.0
FRA,1975,52699171.0
FRA,1976,52908675.0
FRA,1977,53145280.0
FRA,1978,53376322.0
FRA,1979,53606226.0
FRA,1980,53880012.0
FRA,1981,54181806.0
FRA,1982,54492495.0
FRA,1983,54772418.0
FRA,1984,55026074.0
FRA,1985,55284271.0
FRA,1986,55546504.0
FRA,1987,55823956.0
FRA,1988,56117974.0
FRA,1989,56423411.0
FRA,1990,56708826.0
FRA,1991,58425681.0
FRA,1992,58711615.0
FRA,1993,58961049.0
FRA,1994,59175335.0
FRA,1995,59383991.0
FRA,1996,59589289.0
FRA,1997,59795263.0
FRA,1998,60011008.0
FRA,1999,60315406.0
FRA,2000,60724780.0
FRA,2001,61163237.0
FRA,2002,61604550.0
FRA,2003,62037544.0
FRA,2004,62490800.0
FRA,2005,62958328.0
FRA,2006,63393406.0
FRA,2007,63781275.0
FRA,2008,64133174.0
FRA,2009,64458715.0
FRA,2010,64773169.0
FRA,2011,65087317.0
FRA,2012,65402998.0
FRA,2013,65735961.0
FRA,2014,66276671.0
FRA,2015,66512558.0
FRA,2016,66688563.0
FRA,2017,66883314.0
FRA,2018,67125071.0
FRA,2019,67356050.0
FRA,2020,67540257.0
FRA,2021,67719897.0
NLD,1950,10113528.0
NLD,1951,10264309.0
NLD,1952,10381980.0
NLD,1953,10493184.0
NLD,1954,10615385.0
NLD,1955,10750840.0
NLD,1956,10889358.0
NLD,1957,11026384.0
NLD,1958,11186878.0
NLD,1959,11347635.0
NLD,1960,11486630.0
NLD,1961,11638709.0
NLD,1962,11805690.0
NLD,1963,11965967.0
NLD,1964,12127116.0
NLD,1965,12294732.0
NLD,1966,12456254.0
NLD,1967,12598202.0
NLD,1968,12729717.0
NLD,1969,12877984.0
NLD,1970,13038523.0
NLD,1971,13194497.0
NLD,1972,13328595.0
NLD,1973,13439325.0
NLD,1974,13545054.0
NLD,1975,13666329.0
NLD,1976,13774037.0
NLD,1977,13856188.0
NLD,1978,13941702.0
NLD,1979,14038270.0
NLD,1980,14149799.0
NLD,1981,14247217.0
NLD,1982,14312689.0
NLD,1983,14367066.0
NLD,1984,14424211.0
NLD,1985,14491629.0
NLD,1986,14572280.0
NLD,1987,14665037.0
NLD,1988,14760092.0
NLD,1989,14848906.0
NLD,1990,14951510.0
NLD,1991,15069799.0
NLD,1992,15184163.0
NLD,1993,15290368.0
NLD,1994,15382834.0
NLD,1995,15459004.0
NLD,1996,15530500.0
NLD,1997,15610650.0
NLD,1998,15707205.0
NLD,1999,15812085.0
NLD,2000,15925505.0
NLD,2001,16046182.0
NLD,2002,16148921.0
NLD,2003,16225303.0
NLD,2004,16281777.0
NLD,2005,16319871.0
NLD,2006,16346096.0
NLD,2007,16381696.0
NLD,2008,16445590.0
NLD,2009,16530387.0
NLD,2010,16615390.0
NLD,2011,16693074.0
NLD,2012,16754963.0
NLD,2013,16804430.0
NLD,2014,16865008.0
NLD,2015,16939925.0
NLD,2016,17030314.0
NLD,2017,17131295.0
NLD,2018,17231622.0
NLD,2019,17344876.0
NLD,2020,17441500.0
NLD,2021,17533406.0
SAU,1950,3121340.0
SAU,1951,3198811.0
SAU,1952,3283593.0
SAU,1953,3372837.0
SAU,1954,3464662.0
SAU,1955,3558165.0
SAU,1956,3653505.0
SAU,1957,3751798.0
SAU,1958,3855030.0
SAU,1959,3965799.0
SAU,1960,4086534.0
SAU,1961,4218852.0
SAU,1962,4362788.0
SAU,1963,4516540.0
SAU,1964,4677304.0
SAU,1965,4843632.0
SAU,1966,5015353.0
SAU,1967,5195124.0
SAU,1968,5387822.0
SAU,1969,5599909.0
SAU,1970,5836388.0
SAU,1971,6100631.0
SAU,1972,6392973.0
SAU,1973,6711922.0
SAU,1974,7054532.0
SAU,1975,7419486.0
SAU,1976,7802928.0
SAU,1977,8207695.0
SAU,1978,8646845.0
SAU,1979,9137928.0
SAU,1980,9691471.0
SAU,1981,10311771.0
SAU,1982,10988851.0
SAU,1983,11701132.0
SAU,1984,12418836.0
SAU,1985,13118998.0
SAU,1986,13794167.0
SAU,1987,14445663.0
SAU,1988,15070082.0
SAU,1989,15666289.0
SAU,1990,16233786.0
SAU,1991,16772695.0
SAU,1992,17282686.0
SAU,1993,17763297.0
SAU,1994,18214475.0
SAU,1995,18638790.0
SAU,1996,19033843.0
SAU,1997,19407138.0
SAU,1998,19783301.0
SAU,1999,20194531.0
SAU,2000,20663840.0
SAU,2001,21202646.0
SAU,2002,21805322.0
SAU,2003,22456645.0
SAU,2004,23132686.0
SAU,2005,23816175.0
SAU,2006,24498313.0
SAU,2007,25184589.0
SAU,2008,25888535.0
SAU,2009,26630303.0
SAU,2010,27410508.0
SAU,2011,28173195.0
SAU,2012,28896840.0
SAU,2013,29613064.0
SAU,2014,30339795.0
SAU,2015,31062069.0
SAU,2016,31787580.0
SAU,2017,32612641.0
SAU,2018,33413660.0
SAU,2019,34218169.0
SAU,2020,35013414.0
SAU,2021,34110821.0
RUS,1950,102798649.0
RUS,1951,104304698.0
RUS,1952,105967087.0
RUS,1953,107727310.0
RUS,1954,109536504.0
RUS,1955,111355301.0
RUS,1956,113154332.0
RUS,1957,114913780.0
RUS,1958,116622392.0
RUS,1959,118275873.0
RUS,1960,119871700.0
RUS,1961,121403897.0
RUS,1962,122858215.0
RUS,1963,124210253.0
RUS,1964,125430991.0
RUS,1965,126503741.0
RUS,1966,127417192.0
RUS,1967,128187398.0
RUS,1968,128859795.0
RUS,1969,129497500.0
RUS,1970,130148650.0
RUS,1971,130830724.0
RUS,1972,131539634.0
RUS,1973,132275730.0
RUS,1974,133032258.0
RUS,1975,133804859.0
RUS,1976,134596225.0
RUS,1977,135413335.0
RUS,1978,136259824.0
RUS,1979,137139387.0
RUS,1980,138053143.0
RUS,1981,138993850.0
RUS,1982,139954626.0
RUS,1983,140935774.0
RUS,1984,141938482.0
RUS,1985,142957289.0
RUS,1986,143995348.0
RUS,1987,145032886.0
RUS,1988,146013482.0
RUS,1989,146863927.0
RUS,1990,147969413.0
RUS,1991,148394220.0
RUS,1992,148538190.0
RUS,1993,148458780.0
RUS,1994,148407906.0
RUS,1995,148375796.0
RUS,1996,148160121.0
RUS,1997,147915371.0
RUS,1998,147670787.0
RUS,1999,147214777.0
RUS,2000,146596873.0
RUS,2001,145976465.0
RUS,2002,145306489.0
RUS,2003,144565937.0
RUS,2004,143821218.0
RUS,2005,143113885.0
RUS,2006,142487259.0
RUS,2007,142114903.0
RUS,2008,141956413.0
RUS,2009,141909248.0
RUS,2010,142389969.0
RUS,2011,142960911.0
RUS,2012,143201721.0
RUS,2013,143506995.0
RUS,2014,143819657.0
RUS,2015,146406004.0
RUS,2016,146674542.0
RUS,2017,146842404.0
RUS,2018,146830572.0
RUS,2019,146764661.0
RUS,2020,146459803.0
MLT,1950,291876.0
MLT,1951,298189.0
MLT,1952,304710.0
MLT,1953,311417.0
MLT,1954,317760.0
MLT,1955,323598.0
MLT,1956,328720.0
MLT,1957,332599.0
MLT,1958,335352.0
MLT,1959,336970.0
MLT,1960,337628.0
MLT,1961,337119.0
MLT,1962,335454.0
MLT,1963,332895.0
MLT,1964,329758.0
MLT,1965,326401.0
MLT,1966,322987.0
MLT,1967,320154.0
MLT,1968,318057.0
MLT,1969,316457.0
MLT,1970,315413.0
MLT,1971,315100.0
MLT,1972,315372.0
MLT,1973,316195.0
MLT,1974,317611.0
MLT,1975,319620.0
MLT,1976,322012.0
MLT,1977,324649.0
MLT,1978,327467.0
MLT,1979,330474.0
MLT,1980,333590.0
MLT,1981,336618.0
MLT,1982,339668.0
MLT,1983,342888.0
MLT,1984,330593.0
MLT,1985,336452.0
MLT,1986,342121.0
MLT,1987,344485.0
MLT,1988,347325.0
MLT,1989,350722.0
MLT,1990,354170.0
MLT,1991,357727.0
MLT,1992,361260.0
MLT,1993,364704.0
MLT,1994,367941.0
MLT,1995,370433.0
MLT,1996,372687.0
MLT,1997,375236.0
MLT,1998,377516.0
MLT,1999,379360.0
MLT,2000,385808.0
MLT,2001,393028.0
MLT,2002,395969.0
MLT,2003,398582.0
MLT,2004,401263.0
MLT,2005,403825.0
MLT,2006,405311.0
MLT,2007,406725.0
MLT,2008,409377.0
MLT,2009,412474.0
MLT,2010,414509.0
MLT,2011,416264.0
MLT,2012,420033.0
MLT,2013,425968.0
MLT,2014,434557.0
MLT,2015,445056.0
MLT,2016,455356.0
MLT,2017,468005.0
MLT,2018,484634.0
MLT,2019,504059.0
MLT,2020,515330.0
MLT,2021,516748.0
CHN,1950,543979234.0
CHN,1951,553613988.0
CHN,1952,564954524.0
CHN,1953,577378684.0
CHN,1954,589936002.0
CHN,1955,603320144.0
CHN,1956,616283023.0
CHN,1957,630003024.0
CHN,1958,643791579.0
CHN,1959,652179195.0
CHN,1960,654170692.0
CHN,1961,655260379.0
CHN,1962,664614649.0
CHN,1963,683903557.0
CHN,1964,704593772.0
CHN,1965,723846349.0
CHN,1966,742948540.0
CHN,1967,761006262.0
CHN,1968,780371957.0
CHN,1969,801430977.0
CHN,1970,822534453.0
CHN,1971,843285426.0
CHN,1972,862840407.0
CHN,1973,881652080.0
CHN,1974,899367638.0
CHN,1975,915124661.0
CHN,1976,929375923.0
CHN,1977,942581332.0
CHN,1978,955138944.0
CHN,1979,968298971.0
CHN,1980,982372466.0
CHN,1981,997259503.0
CHN,1982,1013483165.0
CHN,1983,1029226906.0
CHN,1984,1044172197.0
CHN,1985,1060239981.0
CHN,1986,1077770523.0
CHN,1987,1096851843.0
CHN,1988,1115889802.0
CHN,1989,1134414725.0
CHN,1990,1153704253.0
CHN,1991,1170626171.0
CHN,1992,1183813388.0
CHN,1993,1195855556.0
CHN,1994,1207286676.0
CHN,1995,1218144424.0
CHN,1996,1228298839.0
CHN,1997,1237801448.0
CHN,1998,1246836105.0
CHN,1999,1255433238.0
CHN,2000,1264099070.0
CHN,2001,1272739581.0
CHN,2002,1280926119.0
CHN,2003,1288873367.0
CHN,2004,1296816710.0
CHN,2005,1304887560.0
CHN,2006,1313086568.0
CHN,2007,1321513225.0
CHN,2008,1330167153.0
CHN,2009,1339125594.0
CHN,2010,1348191369.0
CHN,2011,1357095477.0
CHN,2012,1366560818.0
CHN,2013,1376100306.0
CHN,2014,1385189667.0
CHN,2015,1393715447.0
CHN,2016,1401889680.0
CHN,2017,1410275957.0
CHN,2018,1417069468.0
CHN,2019,1421864034.0
CHN,2020,1424929783.0
CHN,2021,1425893465.0
COL,1950,11769749.0
COL,1951,12087054.0
COL,1952,12419966.0
COL,1953,12767237.0
COL,1954,13130651.0
COL,1955,13512611.0
COL,1956,13911404.0
COL,1957,14329355.0
COL,1958,14760797.0
COL,1959,15211090.0
COL,1960,15687691.0
COL,1961,16182414.0
COL,1962,16691286.0
COL,1963,17210952.0
COL,1964,17739753.0
COL,1965,18275813.0
COL,1966,18811407.0
COL,1967,19343964.0
COL,1968,19872505.0
COL,1969,20392263.0
COL,1970,20905256.0
COL,1971,21405414.0
COL,1972,21898055.0
COL,1973,22396319.0
COL,1974,22897871.0
COL,1975,23403730.0
COL,1976,23913004.0
COL,1977,24443928.0
COL,1978,25003607.0
COL,1979,25579321.0
COL,1980,26176195.0
COL,1981,26785984.0
COL,1982,27405193.0
COL,1983,28042330.0
COL,1984,28689034.0
COL,1985,30802221.0
COL,1986,31439997.0
COL,1987,32096973.0
COL,1988,32767110.0
COL,1989,33446912.0
COL,1990,34130022.0
COL,1991,34830570.0
COL,1992,35520940.0
COL,1993,36207108.0
COL,1994,36853905.0
COL,1995,37472184.0
COL,1996,38068050.0
COL,1997,38635691.0
COL,1998,39184456.0
COL,1999,39730798.0
COL,2000,40295563.0
COL,2001,40813541.0
COL,2002,41328824.0
COL,2003,41848959.0
COL,2004,42368489.0
COL,2005,42888592.0
COL,2006,43405956.0
COL,2007,43926929.0
COL,2008,44451147.0
COL,2009,44978832.0
COL,2010,45509584.0
COL,2011,46044601.0
COL,2012,46581823.0
COL,2013,47121089.0
COL,2014,47661787.0
COL,2015,48203405.0
COL,2016,48747708.0
COL,2017,49291609.0
COL,2018,49834240.0
COL,2019,50374478.0
COL,2020,50911747.0
COL,2021,51573744.0
DEU,1950,70964095.0
DEU,1951,69565603.0
DEU,1952,69974838.0
DEU,1953,70365355.0
DEU,1954,70755387.0
DEU,1955,71147383.0
DEU,1956,71146613.0
DEU,1957,71209164.0
DEU,1958,71752946.0
DEU,1959,72286928.0
DEU,1960,72814897.0
DEU,1961,73377631.0
DEU,1962,74025787.0
DEU,1963,74714356.0
DEU,1964,75318338.0
DEU,1965,75963697.0
DEU,1966,76600311.0
DEU,1967,76951342.0
DEU,1968,77294310.0
DEU,1969,77909681.0
DEU,1970,78169285.0
DEU,1971,78312838.0
DEU,1972,78688450.0
DEU,1973,78936672.0
DEU,1974,78967429.0
DEU,1975,78673555.0
DEU,1976,78336948.0
DEU,1977,78159813.0
DEU,1978,78091821.0
DEU,1979,78126353.0
DEU,1980,78288576.0
DEU,1981,78407904.0
DEU,1982,78333354.0
DEU,1983,78128284.0
DEU,1984,77858682.0
DEU,1985,77684878.0
DEU,1986,77720438.0
DEU,1987,77839920.0
DEU,1988,78144617.0
DEU,1989,78751284.0
DEU,1990,79433034.0
DEU,1991,80013901.0
DEU,1992,80624601.0
DEU,1993,81156368.0
DEU,1994,81438346.0
DEU,1995,81678046.0
DEU,1996,81914834.0
DEU,1997,82034775.0
DEU,1998,82047197.0
DEU,1999,82100243.0
DEU,2000,82211501.0
DEU,2001,82349926.0
DEU,2002,82488493.0
DEU,2003,82534175.0
DEU,2004,82516268.0
DEU,2005,82469421.0
DEU,2006,82376447.0
DEU,2007,82266373.0
DEU,2008,82110097.0
DEU,2009,81902308.0
DEU,2010,81776936.0
DEU,2011,80274981.0
DEU,2012,80425826.0
DEU,2013,80645605.0
DEU,2014,80982495.0
DEU,2015,81686608.0
DEU,2016,82348669.0
DEU,2017,82657000.0
DEU,2018,82905788.0
DEU,2019,83092958.0
DEU,2020,83160874.0
DEU,2021,83196074.0
